112.64011570657072118385639583,0.0000000000000000000000000000,126.0187,112.64011570657072118385639583,82.2715501688957062548427933,-2,-1,0,-3
121.54574208003182850308416240,0.0000000000000000000000000000,126.0187,121.54574208003182850308416240,83.06243944087991703337068857,-2,0,0,-4
106.14582377637628931347790084,0.0000000000000000000000000000,126.0187,106.14582377637628931347790084,74.958910856163178458398436407,-2,2,0,-4
104.60890405598533407413243160,0.0000000000000000000000000000,126.0187,104.60890405598533407413243160,81.89442883479177660436312824,-2,4,0,-5
107.36924260553770534568714611,0.0000000000000000000000000000,126.0187,107.36924260553770534568714611,79.23348020904419286492312019,-2,5,0,-5
136.51281151327232297354040093,0.0000000000000000000000000000,126.0187,136.51281151327232297354040093,104.00668516234191009131274981,-1,0,0,-5
188.46997529116506476885660571,0.0000000000000000000000000000,126.0187,188.46997529116506476885660571,112.77375387685823698954262457,-1,0,0,-4
131.77925280821310343696945723,0.0000000000000000000000000000,126.0187,131.77925280821310343696945723,97.95767112609428695042908408,-1,1,0,-5
159.99854232220908533174325504,0.0000000000000000000000000000,126.0187,159.99854232220908533174325504,92.94603145466306603670737748,-1,1,0,-4
150.88400638870230139750235272,0.0000000000000000000000000000,126.0187,150.88400638870230139750235272,113.30850700314395960234626305,-1,2,0,-5
110.72379663081811682717627216,0.0000000000000000000000000000,126.0187,110.72379663081811682717627216,88.1893388367957361958004816,-1,4,0,-5
112.53277872274465075447961520,0.0000000000000000000000000000,126.0187,112.53277872274465075447961520,87.9771281098533895759777950,-1,5,0,-5
145.79173236023375305418521715,0.0000000000000000000000000000,126.0187,145.79173236023375305418521715,103.9326945187895098504403740,-1,5,0,-2
153.17676989138959137005593696,0.0000000000000000000000000000,126.0187,153.17676989138959137005593696,104.49094243876488433418053045,0,1,0,-5
118.11910997651413742374092432,0.0000000000000000000000000000,126.0187,118.11910997651413742374092432,97.35562141228859579120726423,0,1,0,-3
152.64250623210448300872154367,0.0000000000000000000000000000,126.0187,152.64250623210448300872154367,104.63556157752688235532095106,0,2,0,-5
160.23811473483456036856909720,0.0000000000000000000000000000,126.0187,160.23811473483456036856909720,116.90224694123439117632460421,0,2,0,-3
101.98936078951959913045955331,0.0000000000000000000000000000,126.0187,101.98936078951959913045955331,101.17681733318245305048194662,0,2,0,-2
152.47528086524081276625395677,0.0000000000000000000000000000,126.0187,152.47528086524081276625395677,104.54999102563892366460845558,0,3,0,-5
103.23637188389473168942542149,0.0000000000000000000000000000,126.0187,103.23637188389473168942542149,102.39112343218445134533866205,0,3,0,-2
148.22919674073534139083624371,0.0000000000000000000000000000,126.0187,148.22919674073534139083624371,103.1945563518594697122103315,0,3,0,-1
103.77978464893460273987640375,0.0000000000000000000000000000,126.0187,103.77978464893460273987640375,104.78849001856332988956276331,0,4,0,-2
113.24495074126991377263311504,0.0000000000000000000000000000,126.0187,113.24495074126991377263311504,94.15964524247287002988831401,1,2,0,-4
161.83330107433086090388945297,0.0000000000000000000000000000,126.0187,161.83330107433086090388945297,107.81046809265320759189820711,1,2,0,-2
104.65168980468290070534232903,0.0000000000000000000000000000,126.0187,104.65168980468290070534232903,90.1372947439228622050241416,1,4,0,-4
135.90929167496652521874431683,0.0000000000000000000000000000,126.0187,135.90929167496652521874431683,110.37783854356857226604468548,1,4,0,-3
116.42664052752475247524752474,0.0000000000000000000000000000,126.0187,116.42664052752475247524752474,71.944314162508250825082508243,2,3,0,-5
100.58253869189218040443216732,0.0000000000000000000000000000,126.0187,100.58253869189218040443216732,87.57544517146911119162084002,2,3,0,-4
140.19483559346980944512107246,0.0000000000000000000000000000,126.0187,140.19483559346980944512107246,95.7395520716085008625592852,2,3,0,-1
116.02262184633663366336633663,0.0000000000000000000000000000,126.0187,116.02262184633663366336633663,71.641675148778877887788778873,2,4,0,-5
141.16100865324799775515485789,0.0000000000000000000000000000,126.0187,141.16100865324799775515485789,96.31122770032426616849775945,2,4,0,-1
172.09708661153587062036228331,0.0000000000000000000000000000,126.0187,172.09708661153587062036228331,115.70907609581199337884144794,2,4,0,0
139.04375996866448947142653209,0.0000000000000000000000000000,126.0187,139.04375996866448947142653209,108.58078361046654008028219414,3,4,0,-3
206.69611663948247895592643713,0.0000000000000000000000000000,126.0187,206.69611663948247895592643713,142.44008949188023650652927158,3,4,0,2
168.63389765070185596286434401,0.0000000000000000000000000000,126.0187,168.63389765070185596286434401,122.45461253080580679861139689,3,5,0,2
164.64123946805379164046155488,0.0000000000000000000000000000,126.0187,164.64123946805379164046155488,125.08797078795925876542111738,4,5,0,1
164.99738454167259142877054568,0.0000000000000000000000000000,126.0187,164.99738454167259142877054568,121.52868839369642306606061808,4,5,0,2
